model,IFEval,BBH,MATH_Lvl5,GPQA,MUSR,MMLU-PRO
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,0.19038817005545286,0.3244228432563791,0.06495468277945618,0.2726510067114094,0.3425925925925926,0.1574966755319149
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-IRPO-1epoch_v1,0.20702402957486138,0.32876236764450617,0.04984894259818731,0.2802013422818792,0.328042328042328,0.16256648936170212
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-MDPO-1epoch_v1,0.19408502772643252,0.3244228432563791,0.05664652567975831,0.2684563758389262,0.32936507936507936,0.15757978723404256
JayHyeon/Qwen2.5-0.5B-Instruct-SFT,0.20702402957486138,0.3233813574032286,0.03927492447129909,0.2827181208053691,0.3333333333333333,0.15201130319148937
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,0.15711645101663585,0.31487588960249957,0.026435045317220542,0.24664429530201343,0.34656084656084657,0.15367353723404256
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-3ep,0.17929759704251386,0.30480819302204476,0.026435045317220542,0.2483221476510067,0.36507936507936506,0.15317486702127658
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-5ep,0.15157116451016636,0.30741190765492105,0.019637462235649546,0.2533557046979866,0.33994708994708994,0.15575132978723405
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,0.14972273567467653,0.30029508765839263,0.0188821752265861,0.25083892617449666,0.3439153439153439,0.16190159574468085
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,0.1423290203327172,0.31973615691720186,0.052870090634441085,0.26929530201342283,0.335978835978836,0.1651429521276596
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,0.17005545286506468,0.3223398715500781,0.05362537764350453,0.2701342281879195,0.33465608465608465,0.16888297872340424
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,0.16820702402957485,0.3235549383787537,0.05211480362537765,0.27936241610738255,0.32275132275132273,0.16879986702127658
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,0.14417744916820702,0.31088352716542267,0.0377643504531722,0.2684563758389262,0.34523809523809523,0.1697972074468085
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,0.12754158964879853,0.29491407741711506,0.024924471299093656,0.2424496644295302,0.3558201058201058,0.1484375
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,0.14972273567467653,0.30793265058149627,0.015105740181268883,0.2609060402684564,0.3439153439153439,0.14162234042553193
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-5ep,0.13123844731977818,0.29057455302898805,0.01812688821752266,0.26929530201342283,0.3862433862433862,0.13364361702127658
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,0.1478743068391867,0.2907481340045131,0.02416918429003021,0.2575503355704698,0.3425925925925926,0.14128989361702127
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_3e-7-3ep_0alp_5lam,0.18114602587800369,0.3150494705780246,0.03474320241691843,0.2709731543624161,0.32936507936507936,0.15625
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,0.18114602587800369,0.32563791008505466,0.045317220543806644,0.276006711409396,0.33465608465608465,0.15699800531914893
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-2ep_0alp_5lam,0.17190388170055454,0.3249435861829543,0.03474320241691843,0.27936241610738255,0.33994708994708994,0.15408909574468085
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.1922365988909427,0.3183475091130012,0.04078549848942598,0.276006711409396,0.33465608465608465,0.15550199468085107
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-1ep_0alp_5lam,0.18299445471349354,0.3166116993577504,0.04003021148036254,0.2676174496644295,0.33201058201058203,0.15600066489361702
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-2ep_0alp_5lam,0.18484288354898337,0.31314007984724873,0.03474320241691843,0.2676174496644295,0.33201058201058203,0.15475398936170212
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,0.19408502772643252,0.31713244228432563,0.04380664652567976,0.2651006711409396,0.3333333333333333,0.15608377659574468
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-1ep_0alp_0lam,0.1977818853974122,0.3145287276514494,0.04078549848942598,0.27181208053691275,0.328042328042328,0.15799534574468085
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-2ep_0alp_0lam,0.19038817005545286,0.3134872417982989,0.04078549848942598,0.27432885906040266,0.32936507936507936,0.15608377659574468
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,0.2033271719038817,0.31175143204304806,0.04003021148036254,0.27432885906040266,0.3306878306878307,0.1574966755319149
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,0.2033271719038817,0.3155702135045999,0.03625377643504532,0.2701342281879195,0.3333333333333333,0.15766289893617022
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,0.20147874306839186,0.31609095643117513,0.035498489425981876,0.2634228187919463,0.328042328042328,0.1583277925531915
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-1ep_0alp_0lam,0.17929759704251386,0.31678528033327547,0.03851963746223565,0.2751677852348994,0.32671957671957674,0.1580784574468085
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-2ep_0alp_0lam,0.1922365988909427,0.319909737892727,0.05060422960725076,0.276006711409396,0.3253968253968254,0.15375664893617022
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-3ep_0alp_0lam,0.1866913123844732,0.32025689984377714,0.04154078549848943,0.2726510067114094,0.32671957671957674,0.15392287234042554
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-1ep_0alp_0lam,0.19038817005545286,0.3223398715500781,0.04305135951661632,0.28187919463087246,0.3253968253968254,0.1573304521276596
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.17744916820702403,0.32025689984377714,0.04607250755287009,0.27432885906040266,0.33465608465608465,0.15159574468085107
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-3ep_0alp_0lam,0.18299445471349354,0.32268703350112826,0.04758308157099698,0.2701342281879195,0.3386243386243386,0.1550033244680851
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,0.19408502772643252,0.31609095643117513,0.04154078549848943,0.2651006711409396,0.328042328042328,0.15741356382978725
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,0.18484288354898337,0.3228606144766534,0.04984894259818731,0.27432885906040266,0.33201058201058203,0.15724734042553193
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-2ep_0alp_0lam,0.19038817005545286,0.32077764277035237,0.04003021148036254,0.2802013422818792,0.33994708994708994,0.14960106382978725
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,0.18114602587800369,0.3249435861829543,0.0445619335347432,0.276006711409396,0.33994708994708994,0.14985039893617022
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,0.19593345656192238,0.3159173754556501,0.04380664652567976,0.27348993288590606,0.3333333333333333,0.15724734042553193
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_2ep_0alp_0lam,0.19408502772643252,0.31418156570039923,0.0445619335347432,0.2726510067114094,0.32936507936507936,0.15716422872340424
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_3ep_0alp_0lam,0.1922365988909427,0.31782676618642597,0.04833836858006042,0.27348993288590606,0.3306878306878307,0.1566655585106383
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_1ep_0alp_0lam,0.21256931608133087,0.31609095643117513,0.035498489425981876,0.276006711409396,0.328042328042328,0.15674867021276595
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,0.1922365988909427,0.31470230862697446,0.03927492447129909,0.2709731543624161,0.32936507936507936,0.15691489361702127
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,0.21256931608133087,0.31227217496962334,0.0377643504531722,0.27432885906040266,0.3333333333333333,0.15658244680851063
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-1ep_1alp_0lam,0.19593345656192238,0.31973615691720186,0.04909365558912387,0.2701342281879195,0.328042328042328,0.15708111702127658
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,0.1922365988909427,0.3183475091130012,0.04229607250755287,0.26677852348993286,0.3306878306878307,0.15866023936170212
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,0.19038817005545286,0.32112480472140253,0.04003021148036254,0.2709731543624161,0.32936507936507936,0.15558510638297873
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_3e-7-3ep_1alp_0lam,0.20147874306839186,0.31678528033327547,0.03625377643504532,0.2726510067114094,0.32671957671957674,0.15857712765957446
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-1ep_1alp_0lam,0.17929759704251386,0.3176531852109009,0.045317220543806644,0.2827181208053691,0.3253968253968254,0.15475398936170212
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,0.18484288354898337,0.32424926228085404,0.04154078549848943,0.2701342281879195,0.3373015873015873,0.15209441489361702
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,0.17190388170055454,0.3313660822773824,0.04305135951661632,0.26593959731543626,0.33201058201058203,0.15674867021276595
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-1ep_1alp_0lam,0.19038817005545286,0.31626453740670024,0.04154078549848943,0.27936241610738255,0.32936507936507936,0.1574966755319149
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.19593345656192238,0.31522305155354974,0.03700906344410876,0.2751677852348993,0.33201058201058203,0.15757978723404256
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,0.20702402957486138,0.3174796042353758,0.03474320241691843,0.27181208053691275,0.328042328042328,0.1566655585106383
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-1ep_0alp_0lam,0.19408502772643252,0.3166116993577504,0.03700906344410876,0.2651006711409396,0.3333333333333333,0.15625
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,0.18484288354898337,0.3169588613088006,0.04003021148036254,0.2684563758389262,0.33201058201058203,0.1574966755319149
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-3ep_0alp_0lam,0.19593345656192238,0.318000347161951,0.04229607250755287,0.26593959731543626,0.3333333333333333,0.15757978723404256
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6-3ep_0alp_0lam,0.1866913123844732,0.31383440374934907,0.04305135951661632,0.27348993288590606,0.3306878306878307,0.1556682180851064
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,0.19408502772643252,0.318000347161951,0.04758308157099698,0.276006711409396,0.32936507936507936,0.15915890957446807
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,0.19963031423290203,0.31574379448012496,0.04984894259818731,0.27181208053691275,0.328042328042328,0.15608377659574468
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,0.1922365988909427,0.31782676618642597,0.03927492447129909,0.2726510067114094,0.3253968253968254,0.15375664893617022
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_1ep_0alp_0lam,0.18114602587800369,0.318000347161951,0.045317220543806644,0.2802013422818792,0.32142857142857145,0.15824468085106383
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,0.19963031423290203,0.31626453740670024,0.04305135951661632,0.27181208053691275,0.328042328042328,0.15392287234042554
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.1922365988909427,0.31973615691720186,0.03474320241691843,0.2726510067114094,0.3253968253968254,0.15882646276595744
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-2ep_0alp_0lam,0.1922365988909427,0.32112480472140253,0.0377643504531722,0.27936241610738255,0.32936507936507936,0.15334109042553193
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.1977818853974122,0.3235549383787537,0.05362537764350453,0.27768456375838924,0.335978835978836,0.15309175531914893
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,0.16635859519408502,0.32424926228085404,0.04758308157099698,0.27348993288590606,0.3253968253968254,0.1568317819148936
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-2ep_0alp_0lam,0.17375231053604437,0.3206040617948273,0.04380664652567976,0.27684563758389263,0.33994708994708994,0.15001662234042554
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,0.1977818853974122,0.32581149106057977,0.04078549848942598,0.27768456375838924,0.3386243386243386,0.15209441489361702
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,0.21256931608133087,0.3159173754556501,0.03625377643504532,0.26174496644295303,0.32936507936507936,0.1574966755319149
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_1ep_0alp_0lam,0.19408502772643252,0.31713244228432563,0.0377643504531722,0.27181208053691275,0.32671957671957674,0.15949135638297873
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_2ep_0alp_0lam,0.20147874306839186,0.313660822773824,0.0377643504531722,0.27684563758389263,0.32671957671957674,0.15616688829787234
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7-3ep_0alp_0lam,0.19038817005545286,0.31314007984724873,0.04003021148036254,0.2701342281879195,0.32936507936507936,0.15558510638297873
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam,0.1922365988909427,0.31574379448012496,0.045317220543806644,0.2625838926174497,0.3306878306878307,0.1566655585106383
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_2ep_0alp_0lam,0.19963031423290203,0.31470230862697446,0.04380664652567976,0.2701342281879195,0.32671957671957674,0.15533577127659576
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,0.1645101663585952,0.31904183301510153,0.04078549848942598,0.27768456375838924,0.335978835978836,0.17096077127659576
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,0.1756007393715342,0.3212983856969276,0.045317220543806644,0.26174496644295303,0.32936507936507936,0.17461768617021275
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam,0.1922365988909427,0.32164554764797776,0.03927492447129909,0.2676174496644295,0.35185185185185186,0.15741356382978725
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,0.19408502772643252,0.31487588960249957,0.03851963746223565,0.2625838926174497,0.34656084656084657,0.15965757978723405
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,0.1977818853974122,0.31730602325985074,0.03851963746223565,0.2651006711409396,0.3425925925925926,0.15616688829787234
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,0.18484288354898337,0.31921541399062664,0.033987915407854986,0.2701342281879195,0.3505291005291005,0.15633311170212766
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,0.19038817005545286,0.3166116993577504,0.03927492447129909,0.2684563758389262,0.34656084656084657,0.15915890957446807
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,0.1922365988909427,0.31886825203957647,0.04154078549848943,0.26929530201342283,0.3505291005291005,0.15558510638297873
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,0.18299445471349354,0.32910952959555634,0.05060422960725076,0.26426174496644295,0.33994708994708994,0.16954787234042554
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,0.14972273567467653,0.3169588613088006,0.03700906344410876,0.26929530201342283,0.3478835978835979,0.16780252659574468
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,0.16635859519408502,0.31609095643117513,0.0377643504531722,0.2600671140939597,0.335978835978836,0.16273271276595744
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,0.16635859519408502,0.32772088179135567,0.030211480362537766,0.2533557046979866,0.3584656084656085,0.1651429521276596
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,0.15526802218114602,0.3252907481340045,0.027190332326283987,0.2684563758389262,0.37566137566137564,0.15866023936170212
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,0.14417744916820702,0.3089741364346468,0.033987915407854986,0.2676174496644295,0.3373015873015873,0.16722074468085107
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,0.16266173752310537,0.30880055545912166,0.03927492447129909,0.2424496644295302,0.335978835978836,0.15674867021276595
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,0.18114602587800369,0.31730602325985074,0.03323262839879154,0.23657718120805368,0.3544973544973545,0.15217752659574468
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,0.1589648798521257,0.3185210900885263,0.02190332326283988,0.24580536912751677,0.37037037037037035,0.1628158244680851
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.15711645101663585,0.3140079847248742,0.030211480362537766,0.25671140939597314,0.335978835978836,0.1622340425531915
JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,0.1423290203327172,0.3244228432563791,0.03625377643504532,0.2726510067114094,0.3201058201058201,0.13297872340425532
JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,0.13863216266173753,0.32702655788925533,0.04682779456193353,0.276006711409396,0.3253968253968254,0.13372672872340424
JayHyeon/Qwen2.5-0.5B-SFT,0.13493530499075784,0.30984204131227217,0.027190332326283987,0.2785234899328859,0.3386243386243386,0.16730385638297873
JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,0.19593345656192238,0.3126193369206735,0.04909365558912387,0.27432885906040266,0.3306878306878307,0.15658244680851063
JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,0.21256931608133087,0.3174796042353758,0.04078549848942598,0.26677852348993286,0.328042328042328,0.15625
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,0.19038817005545286,0.32459642423190416,0.04380664652567976,0.2600671140939597,0.335978835978836,0.15649933510638298
JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,0.17929759704251386,0.32025689984377714,0.04305135951661632,0.27936241610738255,0.3333333333333333,0.15034906914893617
JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,0.18853974121996303,0.3204304808193022,0.04003021148036254,0.2701342281879195,0.33201058201058203,0.15334109042553193
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,0.18853974121996303,0.3166116993577504,0.04380664652567976,0.26174496644295303,0.3333333333333333,0.15649933510638298
JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,0.2033271719038817,0.31730602325985074,0.0445619335347432,0.26174496644295303,0.3253968253968254,0.1566655585106383
JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,0.1922365988909427,0.3134872417982989,0.04154078549848943,0.2676174496644295,0.3253968253968254,0.1583277925531915
JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,0.1866913123844732,0.31522305155354974,0.0377643504531722,0.27181208053691275,0.33201058201058203,0.1568317819148936
JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,0.1922365988909427,0.31904183301510153,0.04380664652567976,0.2701342281879195,0.328042328042328,0.1573304521276596
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.20147874306839186,0.31886825203957647,0.04229607250755287,0.2709731543624161,0.328042328042328,0.1583277925531915
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,0.17190388170055454,0.3233813574032286,0.052870090634441085,0.26929530201342283,0.32142857142857145,0.15799534574468085
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,0.18299445471349354,0.3204304808193022,0.04380664652567976,0.2709731543624161,0.32142857142857145,0.1595744680851064
JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,0.17005545286506468,0.31175143204304806,0.03474320241691843,0.2609060402684564,0.32275132275132273,0.15325797872340424
JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,0.2033271719038817,0.32511716715847944,0.054380664652567974,0.27181208053691275,0.3148148148148148,0.15649933510638298
JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,0.1922365988909427,0.3244228432563791,0.04305135951661632,0.2684563758389262,0.3201058201058201,0.15433843085106383
JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,0.19408502772643252,0.32112480472140253,0.05513595166163142,0.2676174496644295,0.3187830687830688,0.15965757978723405
JayHyeon/Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,0.19038817005545286,0.3235549383787537,0.04758308157099698,0.27181208053691275,0.3187830687830688,0.15990691489361702
JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,0.18484288354898337,0.3239021003298039,0.0445619335347432,0.27432885906040266,0.31613756613756616,0.1589095744680851
JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,0.19593345656192238,0.32025689984377714,0.0634441087613293,0.2684563758389262,0.3201058201058201,0.15932513297872342
JayHyeon/Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,0.1866913123844732,0.328415205693456,0.05362537764350453,0.2709731543624161,0.31746031746031744,0.16015625
JayHyeon/Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,0.18114602587800369,0.3252907481340045,0.0513595166163142,0.27432885906040266,0.31746031746031744,0.15949135638297873
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.1922365988909427,0.3265058149626801,0.055891238670694864,0.26929530201342283,0.31613756613756616,0.16505984042553193
JayHyeon/Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,0.24399260628465805,0.32563791008505466,0.0581570996978852,0.25671140939597314,0.3148148148148148,0.1624002659574468
JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,0.19963031423290203,0.32216629057455304,0.04682779456193353,0.26677852348993286,0.31746031746031744,0.15741356382978725
JayHyeon/Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,0.20702402957486138,0.31782676618642597,0.0513595166163142,0.276006711409396,0.3253968253968254,0.15857712765957446
JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,0.1756007393715342,0.32407568130532893,0.03700906344410876,0.25083892617449666,0.31613756613756616,0.16115359042553193
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,0.18299445471349354,0.3298038534976567,0.03474320241691843,0.2516778523489933,0.3333333333333333,0.15317486702127658
JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,0.20702402957486138,0.33466412081235897,0.0513595166163142,0.25419463087248323,0.3373015873015873,0.15608377659574468
JayHyeon/Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,0.20517560073937152,0.3219927095990279,0.05362537764350453,0.27181208053691275,0.3187830687830688,0.1589095744680851
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,0.2088724584103512,0.3235549383787537,0.04758308157099698,0.2701342281879195,0.3201058201058201,0.15866023936170212
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,0.1977818853974122,0.31973615691720186,0.05740181268882175,0.27348993288590606,0.31613756613756616,0.1584940159574468
JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,0.1866913123844732,0.32477000520742927,0.061933534743202415,0.2726510067114094,0.3187830687830688,0.15541888297872342
JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,0.18853974121996303,0.32268703350112826,0.052870090634441085,0.27181208053691275,0.31746031746031744,0.15633311170212766
JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,0.1977818853974122,0.32424926228085404,0.04984894259818731,0.28187919463087246,0.3373015873015873,0.15217752659574468
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,0.19038817005545286,0.31609095643117513,0.03474320241691843,0.2634228187919463,0.3306878306878307,0.15658244680851063
JayHyeon/Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,0.1922365988909427,0.31973615691720186,0.05060422960725076,0.2802013422818792,0.3373015873015873,0.1544215425531915
JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,0.18299445471349354,0.31713244228432563,0.04003021148036254,0.2701342281879195,0.32936507936507936,0.15799534574468085
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,0.17375231053604437,0.32181912862350287,0.03927492447129909,0.27432885906040266,0.335978835978836,0.15425531914893617
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.18853974121996303,0.3159173754556501,0.04229607250755287,0.2625838926174497,0.328042328042328,0.15799534574468085
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,0.19408502772643252,0.318000347161951,0.04229607250755287,0.2701342281879195,0.3306878306878307,0.15708111702127658
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,0.19593345656192238,0.31817392813747614,0.04229607250755287,0.2634228187919463,0.3253968253968254,0.15508643617021275
JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,0.19593345656192238,0.32303419545217843,0.04758308157099698,0.2751677852348993,0.3412698412698413,0.15392287234042554
JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,0.17375231053604437,0.32511716715847944,0.03851963746223565,0.27097315436241615,0.3386243386243386,0.15367353723404256
JayHyeon/Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,0.1977818853974122,0.3265058149626801,0.04607250755287009,0.27181208053691275,0.3333333333333333,0.15309175531914893
